set map mb cm regFn regDr
F1 15 13.301104 89.996 90.3970548351314 3.9
F1 15 13.308661 89.996 90.4413102162997 3.91
F1 15 13.335418 89.996 90.5865116351634 3.98
F1 15 13.340955 89.996 90.6148841475225 3.99
F1 15 13.370302 89.996 90.7776394481417 4.06
F1 15 13.396636 90.451 90.9340932015686 4.13
F1 15 13.4129 90.451 91.0315737378076 4.17
F1 15 13.425208 91.36 91.1042026935938 4.21
F1 15 13.429999 91.36 91.1319855967956 4.22
F1 15 13.446735 91.36 91.2258947895568 4.28
F1 15 13.447208 91.36 91.2284632914978 4.28
F1 15 13.47446 91.36 91.3657636768369 4.37
F1 15 13.476124 91.36 91.3733514991125 4.37
F1 15 13.487439 91.36 91.4251779000727 4.41
F1 15 13.490167 91.36 91.4378375704725 4.42
F1 15 13.50403 91.36 91.5030301631027 4.46
F1 15 13.530048 91.814 91.6283752608387 4.54
F1 15 13.537261 91.814 91.663590040265 4.56
F1 15 13.658966 92.728 92.2395620471629 4.91
F1 15 13.661818 92.728 92.2517100119369 4.92
F1 15 13.664874 92.728 92.2646122137397 4.93
F1 15 13.666208 92.728 92.2702062109869 4.93
F1 15 13.670869 92.728 92.2895650378239 4.95
F1 15 13.689862 92.728 92.361614561946 5.02
F1 15 13.698839 92.728 92.3924848056373 5.06
F1 15 13.700041 92.728 92.3965218163811 5.06
F1 15 13.701035 93.182 92.3998470473855 5.06
F1 15 13.729292 93.182 92.4935181412112 5.18
F1 15 13.729575 93.182 92.4944871312286 5.18
F1 15 13.729661 93.182 92.4947818652448 5.18
F1 15 13.739165 93.182 92.5282786329203 5.23
F1 15 13.74733 93.182 92.5589418678056 5.26
F1 15 13.751908 93.182 92.5771102914762 5.28
F1 15 13.784436 93.182 92.6970705411185 5.42
F1 15 13.855522 93.182 92.8897106593122 5.71
F1 15 13.901288 93.182 92.9774579507017 5.85
F1 15 13.952256 93.182 93.0564402832766 5.97
F1 15 14.107911 93.182 93.3196834607876 6.23
F1 15 14.14906 93.182 93.4304849408427 6.29
F1 15 14.159212 93.182 93.4623870808619 6.3
F1 15 14.165956 93.182 93.4846962859766 6.31
F1 15 14.238495 93.182 93.7901510387965 6.37
F1 15 14.268426 93.182 93.9570691283768 6.38
F1 15 14.324147 93.182 94.3304393205053 6.43
F1 15 14.333378 93.637 94.3987818198662 6.44
F1 15 14.337498 93.637 94.4298089904052 6.44
F1 15 14.419068 93.637 95.0983656723743 6.52
F1 15 14.445946 94.091 95.3351711607311 6.55
F1 15 14.459361 94.091 95.455195797024 6.57
F1 15 14.46615 94.546 95.5162821002783 6.58
F1 15 14.479613 95.459 95.6379341653572 6.61
F1 15 14.591387 95.459 96.6398636982298 6.8
F1 15 14.625252 95.914 96.9259516756341 6.86
F1 15 14.633406 95.914 96.9946317082106 6.88
F1 15 14.704235 97.29 97.697045345026 7.04
F1 15 14.745795 99.605 98.1689988049641 7.15
F1 15 14.751713 99.605 98.2381144937965 7.16
F1 15 14.803164 99.605 98.8442699961669 7.28
F1 15 14.809262 100.06 98.9156080197553 7.29
F1 15 14.847505 100.514 99.3523229847716 7.39
F1 15 14.857599 100.514 99.4631725821375 7.42
F1 15 14.884026 100.514 99.7409861918876 7.5
F1 15 14.904591 100.514 99.9419605220204 7.56
F1 15 14.946809 100.969 100.330051508714 7.69
F1 15 14.969646 101.423 100.53329074351 7.76
F1 15 14.974492 101.878 100.57587239561 7.78
F1 15 15.085884 102.332 101.513256337323 8.13
F1 15 15.144043 102.332 101.981875632126 8.28
F1 15 15.145821 102.332 101.996091219216 8.29
F1 15 15.193288 102.332 102.374741544769 8.39
F1 15 15.193405 102.332 102.375674534286 8.39
F1 15 15.210597 102.332 102.512870688962 8.43
F1 15 15.211786 102.332 102.522369239312 8.43
F1 15 15.219876 102.332 102.586544403979 8.45
F1 15 15.242714 102.332 102.763553113373 8.49
F1 15 15.25957 102.787 102.891422891499 8.53
F1 15 15.260973 102.787 102.901998132314 8.53
F1 15 15.277428 103.241 103.02562112901 8.56
F1 15 15.293289 103.241 103.144698575357 8.59
F1 15 15.312438 103.241 103.28960774782 8.62
F1 15 15.320538 103.241 103.351627905818 8.64
F1 15 15.32079 103.241 103.353566429654 8.64
F1 15 15.327124 103.241 103.402491899836 8.65
F1 15 15.328498 103.241 103.413143307051 8.65
F1 15 15.329653 103.241 103.422088355951 8.65
F1 15 15.343853 103.241 103.531510962487 8.68
F1 15 15.35304 103.241 103.601897314941 8.69
F1 15 15.363254 103.241 103.679948552498 8.71
F1 15 15.386671 103.241 103.858953470393 8.74
F1 15 15.389117 103.241 103.877715125615 8.75
F1 15 15.395766 103.241 103.928827032246 8.76
F1 15 15.400259 103.241 103.963475543786 8.76
F1 15 15.405409 103.241 104.003320740844 8.77
F1 15 15.406087 103.241 104.008578789239 8.77
F1 15 15.417651 103.241 104.09896893919 8.78
F1 15 15.464845 103.696 104.479110291329 8.83
F1 15 15.480337 104.609 104.606684286137 8.84
F1 15 15.496426 105.064 104.73999404366 8.85
F1 15 15.496492 105.064 104.740542085493 8.85
F1 15 15.528111 105.518 105.003441047987 8.88
F1 15 15.534468 105.518 105.056233466433 8.89
F1 15 15.561647 105.973 105.280756764301 8.94
F1 15 15.582777 105.973 105.453088586403 8.97
F1 15 15.603413 106.427 105.62321198895 9.01
F1 15 15.603586 106.427 105.624662136772 9.01
F1 15 15.652791 106.427 106.047998855112 9.06
F1 15 15.65299 106.427 106.049739892978 9.06
F1 15 15.66648 106.427 106.167946665859 9.06
F1 15 15.699816 106.427 106.459333101354 9.06
F1 15 15.732277 107.336 106.736836813394 9.04
F1 15 15.733732 107.336 106.749028499128 9.04
F1 15 15.747102 107.336 106.859775982456 9.03
F1 15 15.749216 107.336 106.877057954727 9.03
F1 15 15.839015 107.336 107.584904297808 8.97
F1 15 15.842251 107.791 107.610027666947 8.97
F1 15 15.852471 107.791 107.689472339428 8.96
F1 15 15.867608 107.791 107.8076296308 8.96
F1 15 15.886122 107.791 107.953473336178 8.95
F1 15 15.88671 107.791 107.958136655941 8.95
F1 15 15.902981 107.791 108.0881329322 8.95
F1 15 15.912529 107.791 108.165399656801 8.95
F1 15 15.912613 107.791 108.166083056793 8.95
F1 15 15.915175 108.246 108.186958807458 8.95
F1 15 15.929294 108.246 108.300172142999 8.94
F1 15 15.933288 108.246 108.331556492652 8.94
F1 15 15.933965 108.246 108.336852119447 8.94
F1 15 15.934108 108.246 108.337969834801 8.94
F1 15 15.934752 108.246 108.342999799069 8.94
F1 15 15.952845 108.246 108.482284253548 8.94
F1 15 15.968334 108.246 108.599571910852 8.93
F1 15 15.984849 108.246 108.724380454608 8.92
F1 15 16.013244 108.7 108.943413536611 8.91
F1 15 16.037652 109.155 109.142032646478 8.89
F1 15 16.041888 109.155 109.177543890218 8.88
F1 15 16.054903 109.609 109.284949473593 8.87
F1 15 16.064061 109.609 109.359160642087 8.86
F1 15 16.074183 109.609 109.44007688359 8.85
F1 15 16.0755 109.609 109.450529770547 8.85
F1 15 16.118834 109.609 109.788237441829 8.81
F1 15 16.188822 109.609 110.337695673284 8.73
F1 15 16.196995 109.609 110.404708546319 8.72
F1 15 16.233965 110.064 110.721527595658 8.67
F1 15 16.250935 110.518 110.876312146084 8.65
F1 15 16.259839 110.973 110.96042068124 8.63
F1 15 16.280894 111.427 111.167255816423 8.6
F1 15 16.326874 111.427 111.649299334671 8.52
F1 15 16.330679 112.341 111.690569916975 8.51
F1 15 16.38619 112.795 112.304098530532 8.39
F1 15 16.392305 112.795 112.372099794551 8.38
F1 15 16.441594 113.25 112.912263042984 8.27
F1 15 16.475421 113.25 113.265709355134 8.19
F1 15 16.477612 113.25 113.287873973963 8.19
F1 15 16.481126 113.25 113.323208620803 8.18
F1 15 16.493483 113.704 113.451061466971 8.15
F1 15 16.517206 113.704 113.71583158558 8.09
F1 15 16.550492 113.704 114.115253218433 8
F1 15 16.566268 113.704 114.309567765373 7.95
F1 15 16.590054 114.159 114.600866127051 7.89
F1 15 16.598062 114.159 114.697111880175 7.86
F1 15 16.607225 114.613 114.805381423404 7.84
F1 15 16.628613 114.613 115.047531826756 7.77
F1 15 16.646646 114.613 115.236287493521 7.72
F1 15 16.65248 114.613 115.293621273231 7.7
F1 15 16.761395 115.99 116.399136783119 7.37
F1 15 16.822299 116.903 117.02946165722 7.2
F1 15 16.843479 117.816 117.244112621125 7.14
F1 15 16.849283 118.271 117.302250699913 7.12
F1 15 16.865403 118.271 117.461879105943 7.07
F1 15 16.865492 118.271 117.462752271746 7.07
F1 15 16.910685 119.18 117.89206845447 6.93
F1 15 16.94815 119.18 118.22160063347 6.82
F1 15 16.96102 119.18 118.328056964345 6.78
F1 15 16.990198 119.18 118.55469763456 6.69
F1 15 17.018376 119.18 118.756662951661 6.6
F1 15 17.033359 119.18 118.859272281164 6.55
F1 15 17.049144 119.18 118.964195785022 6.49
F1 15 17.061687 119.634 119.045466114698 6.45
F1 15 17.082115 119.634 119.174311844738 6.38
F1 15 17.12386 119.634 119.426862689522 6.24
F1 15 17.147744 119.634 119.566809587794 6.16
F1 15 17.183432 119.634 119.772856624543 6.04
F1 15 17.188816 119.634 119.803829680892 6.02
F1 15 17.189097 119.634 119.805446360119 6.02
F1 15 17.213017 119.634 119.936880180864 5.93
F1 15 17.253133 120.089 120.132450601797 5.77
F1 15 17.29442 120.089 120.307492490031 5.58
F1 15 17.308229 120.089 120.361383753691 5.52
F1 15 17.369213 120.089 120.580877107697 5.22
F1 15 17.385581 120.089 120.636700741142 5.15
F1 15 17.42121 120.543 120.757410831921 5.01
F1 15 17.441408 120.543 120.826796575579 4.94
F1 15 17.458533 120.543 120.886994806277 4.89
F1 15 17.477468 120.543 120.955699884109 4.85
F1 15 17.504925 120.543 121.050023988882 4.79
F1 15 17.547441 120.543 121.173764851373 4.68
F1 15 17.564589 120.543 121.218724370704 4.64
F1 15 17.577188 120.543 121.250772403456 4.62
F1 15 17.580467 120.543 121.259028975264 4.61
F1 15 17.623466 121.453 121.367665306744 4.54
F1 15 17.629821 121.453 121.384283334139 4.54
F1 15 17.633025 121.453 121.392765767675 4.53
F1 15 17.635535 121.453 121.399464922667 4.53
F1 15 17.652784 121.907 121.447026080819 4.52
F1 15 17.692864 121.907 121.552555411898 4.52
F1 15 17.702997 121.907 121.577102565602 4.52
F1 15 17.714985 121.907 121.605391754506 4.51
F1 15 17.715159 121.907 121.605797389111 4.51
F1 15 17.741642 121.907 121.666472889556 4.51
F1 15 17.742759 121.907 121.669004339088 4.51
F1 15 17.744968 121.907 121.674008752176 4.51
F1 15 17.758152 121.907 121.703899233442 4.51
F1 15 17.77924 121.907 121.752365122998 4.5
F1 15 17.782746 121.907 121.760572139079 4.5
F1 15 17.828395 121.907 121.861604995093 4.5
F1 15 17.840279 121.907 121.885987842483 4.51
F1 15 17.840772 121.907 121.886983215223 4.51
F1 15 17.876076 121.907 121.955090459718 4.52
F1 15 17.983628 121.907 122.130211388405 4.67
F1 15 17.988948 121.907 122.137859168618 4.68
F1 15 18.001411 121.907 122.155479131135 4.71
F1 15 18.051183 122.362 122.22229421985 4.85
F1 15 18.113669 122.362 122.300596128565 5.05
F1 15 18.115753 122.362 122.303143855685 5.06
F1 15 18.12843 122.362 122.318218247138 5.11
F1 15 18.143876 122.362 122.335543126267 5.17
F1 15 18.171111 122.362 122.363732049886 5.27
F1 15 18.23015 122.362 122.417963088748 5.52
F1 15 18.255641 122.362 122.440078105677 5.64
F1 15 18.26871 122.362 122.451440756838 5.7
F1 15 18.314777 122.362 122.493165380386 5.95
F1 15 18.316442 122.362 122.494754498493 5.96
F1 15 18.330815 122.362 122.508803210059 6.04
F1 15 18.349292 122.362 122.52787418391 6.14
F1 15 18.36133 122.362 122.543772652348 6.21
F1 15 18.382124 122.362 122.585249172702 6.34
F1 15 18.473802 122.362 122.958299437186 6.9
F1 15 18.541979 122.362 123.403806751261 7.35
F1 15 18.56561 122.362 123.585027003421 7.51
F1 15 18.583051 122.362 123.726318196973 7.64
F1 15 18.60998 122.362 123.955691005254 7.83
F1 15 18.637645 122.362 124.203693732563 8.03
F1 15 18.73048 122.816 125.099879738943 8.73
F1 15 18.78031 122.816 125.60131226255 9.13
F1 15 19.601302 123.271 136.848293550981 16.66
F1 15 20.042946 148.14 145.065384429845 19.69
F1 15 20.045562 148.594 145.11797428672 19.7
F1 15 20.069384 149.508 145.598874531742 19.86
F1 15 20.080036 149.962 145.815071175842 19.92
F1 15 20.091489 150.417 146.048321738302 19.99
F1 15 20.09899 150.417 146.201531905136 20.04
F1 15 20.101454 150.871 146.251936585283 20.06
F1 15 20.237732 153.663 149.097670206909 20.88
F1 15 20.269144 155.031 149.769395281775 21.07
F1 15 20.505842 158.788 155.010752987015 19.25
F1 15 20.582408 159.243 156.77076568601 18.61
F1 15 20.59084 159.697 156.966426265939 18.54
F1 15 21.003711 166.992 166.957067144415 14.74
F1 15 21.088122 168.368 169.089979682177 13.89
F1 15 21.113487 169.281 169.736307094792 13.63
F1 15 21.144882 170.649 170.539638774757 13.3
F1 15 21.346113 172.017 175.77188915225 11.16
F1 15 21.367243 172.471 176.329157610109 10.93
F1 16 0.131078 0 -1.40870026395189 5.13
F1 16 0.236375 0.453999999999994 -0.349295843296752 5.82
F1 16 0.395368 1.367 1.31323451794688 6.89
F1 16 0.429311 2.276 1.6784579483151 7.12
F1 16 0.433693 2.276 1.72588021105572 7.15
F1 16 0.573273 2.276 3.26991517544226 8.12
F1 16 0.605468 2.276 3.63552032335123 8.34
F1 16 0.713318 3.65300000000001 4.88717487288034 9.08
F1 16 0.743483 4.107 5.24485289260593 9.28
F1 16 0.892169 5.483 7.05074320228019 10.28
F1 16 0.967895 7.773 7.99546493201283 10.78
F1 16 0.996804 7.773 8.36025331188086 10.97
F1 16 1.046941 8.68599999999999 8.99807230419939 11.3
F1 16 1.252279 10.054 11.6725598777351 12.65
F1 16 1.265762 10.054 11.851351788387 12.67
F1 16 1.303154 10.509 12.3490404025863 12.74
F1 16 1.308048 10.963 12.4143762689226 12.75
F1 16 1.348267 10.963 12.9529702633439 12.82
F1 16 1.398981 14.209 13.6420120569143 12.88
F1 16 1.401892 14.209 13.6819703408267 12.89
F1 16 1.415084 14.664 13.8634657208087 12.9
F1 16 1.424855 14.664 13.9982741570398 12.91
F1 16 1.433533 14.664 14.118223067781 12.92
F1 16 1.435433 14.664 14.1445088305539 12.92
F1 16 1.450552 14.664 14.3539111676008 12.94
F1 16 1.522175 16.486 15.3461744234007 13.05
F1 16 1.526984 16.486 15.4124806239593 13.06
F1 16 1.537864 16.486 15.5624208124633 13.07
F1 16 1.553699 16.486 15.7806843957423 13.1
F1 16 1.555776 16.486 15.8093156320424 13.1
F1 16 1.569993 16.486 16.005307889037 13.12
F1 16 1.573045 16.486 16.0473842784588 13.12
F1 16 1.573226 16.486 16.0498796533587 13.12
F1 16 1.595586 16.486 16.3581570052564 13.15
F1 16 1.64322 17.399 17.0148128929422 13.2
F1 16 1.648975 17.854 17.0939588083961 13.2
F1 16 1.675544 17.854 17.4557564392303 13.21
F1 16 1.699299 17.854 17.7763428767014 13.2
F1 16 1.700188 17.854 17.7883227235537 13.2
F1 16 1.715369 18.308 17.9930053877306 13.19
F1 16 1.723244 18.308 18.0994005066269 13.19
F1 16 1.727528 18.308 18.1573868013746 13.19
F1 16 1.732839 18.763 18.229407151068 13.18
F1 16 1.74496 18.763 18.3944712818207 13.17
F1 16 1.780001 19.672 18.8709038944326 13.13
F1 16 1.796699 20.127 19.0963968517952 13.1
F1 16 1.867958 20.581 20.0499436218182 12.97
F1 16 1.87739 20.581 20.1753281830385 12.95
F1 16 1.925867 20.581 20.8178419218059 12.85
F1 16 1.945996 20.581 21.0840278274427 12.81
F1 16 1.984818 20.581 21.5971832882161 12.72
F1 16 1.985057 20.581 21.6003432431452 12.71
F1 16 2.013442 21.036 21.9758808111481 12.64
F1 16 2.046983 21.49 22.4170740139142 12.53
F1 16 2.047801 21.49 22.4277683103244 12.53
F1 16 2.081634 21.945 22.8679899034423 12.42
F1 16 2.089165 21.945 22.9655259783192 12.39
F1 16 2.099127 21.945 23.0943632763975 12.36
F1 16 2.103387 21.945 23.1494040189567 12.34
F1 16 2.134305 22.399 23.5483075834574 12.24
F1 16 2.167052 22.854 23.9708409599667 12.13
F1 16 2.182076 23.308 24.1651532927393 12.08
F1 16 2.226425 24.222 24.7553576762192 11.94
F1 16 2.240288 24.222 24.9450251493292 11.89
F1 16 2.241231 25.131 24.9579924285602 11.89
F1 16 2.286509 25.131 25.5867903932315 11.74
F1 16 2.294942 25.131 25.7045213457476 11.72
F1 16 2.346002 27.446 26.4122562537956 11.54
F1 16 2.405996 29.29 27.2095157005607 11.33
F1 16 2.410017 29.29 27.260764952456 11.32
F1 16 2.421417 29.744 27.4071982702445 11.27
F1 16 2.460239 29.744 27.9264705303219 11.13
F1 16 2.471057 29.744 28.0756535859739 11.08
F1 16 2.545734 29.744 29.1299707900578 10.81
F1 16 2.548394 29.744 29.1676567434878 10.8
F1 16 2.551761 29.744 29.2153127027687 10.79
F1 16 2.578079 29.744 29.5851048075426 10.7
F1 16 2.604349 29.744 29.946626654351 10.62
F1 16 2.702026 30.657 31.1582233895919 10.27
F1 16 2.732803 31.112 31.4813379444757 10.15
F1 16 2.79504 31.112 32.0724087687298 9.92
F1 16 2.798112 31.112 32.0998595889894 9.91
F1 16 2.801992 31.112 32.1343409269291 9.89
F1 16 2.815361 31.112 32.2516353408455 9.84
F1 16 2.84174 31.566 32.4772197562769 9.74
F1 16 2.853716 31.566 32.577606882747 9.69
F1 16 2.887131 32.476 32.8534695641915 9.53
F1 16 2.944288 33.389 33.3228912930083 9.25
F1 16 2.964942 33.389 33.4888247345343 9.14
F1 16 3.014727 33.389 33.8499564831105 8.88
F1 16 3.019915 34.757 33.8850263221578 8.86
F1 16 3.041331 35.211 34.0258759654222 8.74
F1 16 3.060181 35.211 34.1455824392913 8.64
F1 16 3.110699 35.211 34.4554813470355 8.35
F1 16 3.134329 35.666 34.5994807962916 8.22
F1 16 3.219214 36.12 35.1521887731288 7.65
F1 16 3.224237 36.12 35.1880476864459 7.61
F1 16 3.307751 36.12 35.7550814224358 7.03
F1 16 3.310779 36.12 35.7749374804599 7.01
F1 16 3.318631 36.12 35.82639033183 6.96
F1 16 3.346644 36.12 36.010459383193 6.76
F1 16 3.34762 36.12 36.0169116447307 6.75
F1 16 3.352643 36.12 36.0501844684436 6.72
F1 16 3.353599 36.12 36.0565306010033 6.71
F1 16 3.356034 36.12 36.0727158123506 6.69
F1 16 3.361906 36.12 36.1116905632952 6.65
F1 16 3.362091 36.12 36.1129154546673 6.65
F1 16 3.380734 36.12 36.2354271443146 6.53
F1 16 3.410865 36.12 36.4297574070961 6.34
F1 16 3.448366 36.12 36.6658734242742 6.1
F1 16 3.468665 36.12 36.7913026316916 5.98
F1 16 3.477482 36.12 36.8453096036567 5.92
F1 16 3.483712 36.12 36.8833062727503 5.89
F1 16 3.485379 36.12 36.8934508325844 5.88
F1 16 3.486852 36.12 36.9024336745755 5.87
F1 16 3.496695 36.12 36.9635966788211 5.81
F1 16 3.515536 36.575 37.0856212296666 5.69
F1 16 3.561022 36.575 37.3994439756063 5.41
F1 16 3.619501 36.575 37.8168414225289 5.06
F1 16 3.671698 37.488 38.171190749573 4.79
F1 16 3.675987 37.943 38.198572865781 4.77
F1 16 3.67837 37.943 38.2136401083094 4.76
F1 16 3.715279 38.856 38.4314459960526 4.6
F1 16 3.726576 38.856 38.4947977157113 4.55
F1 16 3.762076 38.856 38.709677209204 4.43
F1 16 3.766642 39.31 38.7382400236711 4.41
F1 16 3.77016 39.31 38.7602833328973 4.4
F1 16 3.775777 39.31 38.7954832192726 4.38
F1 16 3.780943 39.31 38.8277926605253 4.36
F1 16 3.824169 39.765 39.0859302887792 4.23
F1 16 3.851619 39.765 39.2257722365696 4.15
F1 16 3.861897 39.765 39.2705962540179 4.12
F1 16 3.870963 39.765 39.3071884584856 4.1
F1 16 3.890247 39.765 39.3800406425078 4.04
F1 16 3.894624 39.765 39.3957506482067 4.03
F1 16 3.896548 39.765 39.4025704563322 4.03
F1 16 3.910298 39.765 39.4499331076244 3.99
F1 16 3.926995 39.765 39.5047753873531 3.94
F1 16 3.93279 39.765 39.5232890380966 3.93
F1 16 3.961044 39.765 39.6114138875821 3.85
F1 16 3.972626 39.765 39.6464370300806 3.81
F1 16 3.972724 39.765 39.6467268942332 3.81
F1 16 3.98784 39.765 39.6901431442388 3.78
F1 16 3.993371 39.765 39.7053900237417 3.76
F1 16 4.052605 39.765 39.8476120627855 3.62
F1 16 4.052671 39.765 39.8477493818498 3.62
F1 16 4.085418 39.765 39.9102092400402 3.55
F1 16 4.125606 39.765 39.9716735913257 3.45
F1 16 4.135151 39.765 39.9838647872393 3.43
F1 16 4.139086 39.765 39.986941971208 3.42
F1 16 4.14147 39.765 39.9872295200983 3.41
F1 16 4.143647 39.765 39.9865736317239 3.41
F1 16 4.148685 39.765 39.9821930599044 3.39
F1 16 4.15626 39.765 39.9701053304078 3.37
F1 16 4.175245 39.765 39.9335915062249 3.32
F1 16 4.18279 39.765 39.9263868649513 3.3
F1 16 4.185268 39.765 39.9259589075563 3.29
F1 16 4.189943 39.765 39.9284649639274 3.28
F1 16 4.198164 39.765 39.9363691051712 3.26
F1 16 4.278051 39.765 39.957194104312 3.02
F1 16 4.300179 39.765 39.9519883924885 2.96
F1 16 4.300226 39.765 39.9519752526736 2.96
F1 16 4.414646 39.765 39.943996010064 2.71
F1 16 4.441044 39.765 39.9636580037942 2.66
F1 16 4.464072 39.765 39.9926248761619 2.63
F1 16 4.468513 39.765 39.9996618504978 2.62
F1 16 4.471637 39.765 40.0049132911005 2.61
F1 16 4.47618 39.765 40.0127177609669 2.61
F1 16 4.483488 39.765 40.0252133882516 2.6
F1 16 4.483788 39.765 40.0257250476851 2.6
F1 16 4.486395 39.765 40.0301677693808 2.59
F1 16 4.524838 39.765 40.0955286807275 2.52
F1 16 4.542075 39.765 40.1252551061304 2.49
F1 16 4.590835 39.765 40.2138314756916 2.39
F1 16 4.591275 39.765 40.2146741218211 2.39
F1 16 4.610834 39.765 40.2534808584214 2.36
F1 16 4.863392 41.141 40.8961823846512 2.14
F1 16 4.863737 41.141 40.8971168220632 2.14
F1 16 4.873133 41.141 40.9225007811371 2.15
F1 16 4.880186 41.141 40.9414621595951 2.16
F1 16 4.887261 41.596 40.9603905345793 2.17
F1 16 4.895936 41.596 40.9834574143991 2.19
F1 16 4.973198 41.596 41.1787886210759 2.31
F1 16 5.023076 41.596 41.2907670358565 2.42
F1 16 5.087455 41.596 41.4016701440569 2.6
F1 16 5.095357 41.596 41.4124630464527 2.63
F1 16 5.095545 41.596 41.4127137530717 2.63
F1 16 5.23966 42.05 41.563106945346 3.12
F1 16 5.325129 42.05 41.6716046061911 3.44
F1 16 5.328137 42.05 41.6764913493703 3.45
F1 16 5.382072 42.05 41.7821389559259 3.61
F1 16 5.423049 42.05 41.8901925669256 3.7
F1 16 5.42779 42.05 41.904524313116 3.71
F1 16 5.483405 42.05 42.07286102994 3.78
F1 16 5.559733 42.05 42.3043005257149 3.85
F1 16 5.596143 42.05 42.418750309593 3.87
F1 16 5.59927 42.05 42.4287820064309 3.87
F1 16 5.609964 42.05 42.4633730011048 3.87
F1 16 5.620817 42.05 42.4989595510908 3.87
F1 16 5.647933 42.05 42.5902720767238 3.87
F1 16 5.668988 42.05 42.6638751377336 3.88
F1 16 5.817186 42.505 43.276401637745 3.86
F1 16 5.830447 42.959 43.3455048591552 3.87
F1 16 5.835155 42.959 43.3722423950916 3.87
F1 16 5.841103 42.959 43.4074614287223 3.87
F1 16 5.848647 42.959 43.4541829320719 3.87
F1 16 5.889911 43.414 43.7349252954824 3.87
F1 16 5.914503 43.414 43.9058663753597 3.87
F1 16 5.948813 43.414 44.1205741940326 3.88
F1 16 5.949308 43.414 44.1233259679599 3.88
F1 16 5.970225 44.327 44.2477501642378 3.89
F1 16 5.974568 44.782 44.2755268389347 3.89
F1 16 6.082225 45.236 45.0825767525545 3.95
F1 16 6.089768 45.691 45.1415061207108 3.96
F1 16 6.123784 45.691 45.3986292415899 3.99
F1 16 6.128565 45.691 45.4331270682028 4
F1 16 6.135989 45.691 45.4856457941411 4
F1 16 6.140683 45.691 45.518135902521 4.01
F1 16 6.158847 45.691 45.6378881230378 4.02
F1 16 6.16065 45.691 45.6492989316332 4.03
F1 16 6.216249 45.691 46.0316658120041 4.08
F1 16 6.219012 45.691 46.0517758682485 4.08
F1 16 6.224536 46.145 46.0921657069755 4.09
F1 16 6.250798 46.145 46.2862607192378 4.11
F1 16 6.259832 46.145 46.3532410157483 4.12
F1 16 6.327415 47.059 46.8340281425167 4.15
F1 16 6.372337 47.059 47.1064248419203 4.15
F1 16 6.375713 47.059 47.124531892541 4.15
F1 16 6.408718 47.059 47.2854208140357 4.15
F1 16 6.411334 47.059 47.2970805045085 4.15
F1 16 6.42321 47.513 47.3483120647896 4.15
F1 16 6.423283 47.513 47.3486188515578 4.15
F1 16 6.428934 47.968 47.3720882651307 4.15
F1 16 6.462767 47.968 47.5031194299423 4.17
F1 16 6.527153 47.968 47.7330770343546 4.21
F1 16 6.546903 47.968 47.8061229395456 4.23
F1 16 6.549896 47.968 47.8175254804902 4.23
F1 16 6.572492 47.968 47.8928643958946 4.25
F1 16 6.582547 47.968 47.9206849957586 4.26
F1 16 6.587193 47.968 47.9326990401524 4.27
F1 16 6.587458 47.968 47.9333709279215 4.27
F1 16 6.610096 47.968 47.9873804961884 4.29
F1 16 6.623851 47.968 48.0194194189715 4.31
F1 16 6.62877 47.968 48.031249844502 4.31
F1 16 6.659851 48.422 48.1181051425837 4.36
F1 16 6.672211 48.422 48.1566053723735 4.38
F1 16 6.697105 48.422 48.2234952657358 4.41
F1 16 6.705432 48.422 48.2433995750871 4.42
F1 16 6.708237 48.422 48.2498887270115 4.43
F1 16 6.732973 48.422 48.3037774185083 4.46
F1 16 6.754233 48.422 48.3479815256349 4.49
F1 16 6.761209 48.422 48.3626459898826 4.5
F1 16 6.801442 48.422 48.4560571173347 4.54
F1 16 6.813356 48.422 48.4886691413035 4.55
F1 16 6.835441 48.422 48.5515617632313 4.57
F1 16 6.836644 48.422 48.5549684529078 4.57
F1 16 6.848084 48.422 48.587306847067 4.58
F1 16 6.850572 48.422 48.5943303511174 4.58
F1 16 6.852 48.422 48.598360692155 4.58
F1 16 6.853324 48.422 48.6020971199878 4.58
F1 16 6.883433 48.422 48.687221438908 4.59
F1 16 6.887049 48.422 48.6974995547006 4.59
F1 16 6.902213 48.422 48.7408441387222 4.59
F1 16 6.906705 48.422 48.7538566270869 4.59
F1 16 6.952215 48.422 48.8943746605202 4.6
F1 16 6.963404 48.422 48.9302991775729 4.61
F1 16 6.964505 48.422 48.9338424955742 4.61
F1 16 6.975858 48.422 48.9703767670417 4.61
F1 16 7.003617 48.877 49.0585105674666 4.62
F1 16 7.006447 48.877 49.067302755926 4.62
F1 16 7.023986 49.331 49.1205338779988 4.61
F1 16 7.027485 49.331 49.130846789147 4.61
F1 16 7.040192 49.331 49.1686843788978 4.61
F1 16 7.07112 49.786 49.264376189095 4.6
F1 16 7.08617 49.786 49.3118346408553 4.59
F1 16 7.097803 49.786 49.3484998956834 4.58
F1 16 7.116573 49.786 49.4070189699533 4.57
F1 16 7.129098 49.786 49.4452337819402 4.57
F1 16 7.13733 49.786 49.469828406265 4.57
F1 16 7.142431 49.786 49.4848196686127 4.57
F1 16 7.146313 49.786 49.4961298372644 4.57
F1 16 7.154908 49.786 49.5210453293323 4.57
F1 16 7.175861 49.786 49.5813030951049 4.58
F1 16 7.180422 49.786 49.5943764618046 4.58
